"archivo_original","linea","funcion","responsabilidad_legacy","modulo_destino","tipo_migracion","nueva_ubicacion","dependencias","eventos_dom","eventos_custom","supabase_objetivos","supabase_operaciones","relacion_modulos"
"modules\alarma\alarma.js","1964","reverseGeocode","Persistencia y consultas de datos","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/reverse-geocode.service.ts","Fetch API","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1980","ensureCheckinOverlay","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/ensure-checkin-overlay.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","1991","ensureCheckinFeedback","Autenticacion y sesion","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/ensure-checkin-feedback.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2009","hideCheckinFeedback","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/hide-checkin-feedback.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2019","showCheckinFeedback","Alarmas y check-in","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/show-checkin-feedback.tsx","Timers","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2031","loadCheckinAudioArrayBuffer","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/load-checkin-audio-array-buffer.service.ts","Fetch API","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2049","ensureCheckinAudioBuffer","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/ensure-checkin-audio-buffer.ts","Web Audio/Speech","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2061","preloadCheckinAudio","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/preload-checkin-audio.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2068","startCheckinSpeechFallback","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/start-checkin-speech-fallback.ts","Timers; Web Audio/Speech","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2090","startCheckinAudioLoop","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/start-checkin-audio-loop.ts","window.Alarma","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2129","stopCheckinAudioLoop","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/stop-checkin-audio-loop.ts","Web Audio/Speech; window.Alarma","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2160","setCheckinStatus","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/set-checkin-status.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2168","clearCheckinStatus","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/clear-checkin-status.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2172","showCheckinThanks","Alarmas y check-in","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/show-checkin-thanks.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2191","resetCheckinPromptUI","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/reset-checkin-prompt-ui.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2221","closeCheckinPanel","Alarmas y check-in","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/close-checkin-panel.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2244","updateCheckinSoundButton","Alarmas y check-in","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/update-checkin-sound-button.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2251","toggleCheckinSoundHint","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/toggle-checkin-sound-hint.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2258","loadCustodiaSessionSnapshot","Persistencia y consultas de datos","ALARM SYSTEM","Zustand Store","operations-platform/modules/alarm-system/src/stores/use-alarm-store.ts","","","","","","ALARM SYSTEM; CUSTODIA MOBILE"
"modules\alarma\alarma.js","2266","populateCheckinPanel","Autenticacion y sesion","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/populate-checkin-panel.tsx","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2359","openCheckinPrompt","Alarmas y check-in","ALARM SYSTEM","React Component","operations-platform/modules/alarm-system/src/components/open-checkin-prompt.tsx","Notification API","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2394","getServicioIdFromPayload","Utilidad y control de flujo","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/get-servicio-id-from-payload.ts","","","","","","ADMIN DASHBOARD; ALARM SYSTEM"
"modules\alarma\alarma.js","2404","clearCheckinReminder","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/clear-checkin-reminder.ts","","","","","delete","ALARM SYSTEM"
"modules\alarma\alarma.js","2413","scheduleCheckinReminder","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/schedule-checkin-reminder.ts","Timers","","","","delete","ALARM SYSTEM"
"modules\alarma\alarma.js","2444","ensureCheckinPanel","Autenticacion y sesion","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-ensure-checkin-panel.ts","","click; input","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2539","handleCheckinPrimaryAction","Alarmas y check-in","ALARM SYSTEM","React Hook","operations-platform/modules/alarm-system/src/hooks/use-handle-checkin-primary-action.ts","","","","","","ALARM SYSTEM"
"modules\alarma\alarma.js","2556","confirmCheckin","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/confirm-checkin.service.ts","Notification API; Supabase Client; Supabase Query Builder; Timers","","","from:servicio","eq; update","ADMIN DASHBOARD; ALARM SYSTEM"
"modules\alarma\alarma.js","2698","runQAProbes","Alarmas y check-in","ALARM SYSTEM","Utility Function","operations-platform/packages/alerts/src/utils/run-qaprobes.ts","","","","","","ALARM SYSTEM"
"netlify\functions\checkin-scheduler.js","38","fetchAttemptMap","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/fetch-attempt-map.service.ts","Supabase Query Builder","","","from:alarm_event","eq; in; order; select","ALARM SYSTEM; MAP SYSTEM"
"netlify\functions\checkin-scheduler.js","58","hasRecentMissed","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/has-recent-missed.service.ts","Supabase Query Builder","","","from:alarm_event","eq; maybeSingle; order; select","ALARM SYSTEM"
"netlify\functions\checkin-scheduler.js","79","recordCheckinEvent","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/record-checkin-event.service.ts","Supabase Query Builder","","","from:alarm_event","insert","ALARM SYSTEM"
"netlify\functions\checkin-scheduler.js","98","recordMissedEvent","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/record-missed-event.service.ts","Supabase Query Builder","","","from:alarm_event","insert","ALARM SYSTEM"
"netlify\functions\checkin-scheduler.js","117","sendReminder","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/send-reminder.service.ts","Fetch API","","","","","ALARM SYSTEM"
"netlify\functions\checkin-scheduler.js","169","runScheduler","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/run-scheduler.service.ts","Supabase Query Builder","","","from:servicio","eq; select","ADMIN DASHBOARD; ALARM SYSTEM"
"netlify\functions\push-broadcast.js","40","normaliseAudience","Autenticacion y sesion","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/normalise-audience.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-broadcast.js","131","handler","Persistencia y consultas de datos","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/handler.service.ts","Supabase Query Builder","","","","","ALARM SYSTEM"
"netlify\functions\push-broadcast.js","289","buildAudiencesForType","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/build-audiences-for-type.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-broadcast.js","307","dedupeAudiences","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/dedupe-audiences.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-broadcast.js","321","normalizeAudienceShape","Autenticacion y sesion","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/normalize-audience-shape.service.ts","Supabase Query Builder","","","","","ALARM SYSTEM"
"netlify\functions\push-cron-checkin.js","25","handler","Autenticacion y sesion","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/handler.service.ts","Supabase Query Builder","","","from:alarm_event; from:servicio","eq; insert; order; select","ADMIN DASHBOARD; ALARM SYSTEM"
"netlify\functions\push-cron-checkin.js","140","minutesDiff","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/minutes-diff.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-send.js","67","handler","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/handler.service.ts","Notification API; Supabase Query Builder; web-push","","","from:push_subscription","in; update","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\push-send.js","203","buildSubscriptionQuery","Autenticacion y sesion","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/build-subscription-query.service.ts","Supabase Query Builder","","","from:push_subscription","eq; in; select","ALARM SYSTEM"
"netlify\functions\push-send.js","255","buildPushPayload","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/build-push-payload.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-send.js","297","buildSendOptions","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/build-send-options.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-send.js","306","defaultActions","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/default-actions.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-send.js","314","toPushSubscription","Autenticacion y sesion","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/to-push-subscription.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\push-send.js","324","ensureObject","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/ensure-object.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\ruta-desvio-handler.js","31","handler","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/handler.service.ts","Supabase Query Builder","","","from:servicio","eq; order; select","ADMIN DASHBOARD; ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","136","fetchActiveRoute","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/fetch-active-route.service.ts","Supabase Query Builder","","","from:ruta_cliente","eq; maybeSingle; order; select","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","169","fetchRecentUbicaciones","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/fetch-recent-ubicaciones.service.ts","Supabase Query Builder","","","from:ubicacion","eq; order; select","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","198","fetchLastDesvioEvent","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/fetch-last-desvio-event.service.ts","Supabase Query Builder","","","from:alarm_event","eq; maybeSingle; order; select","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","216","insertDesvioEvent","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/insert-desvio-event.service.ts","Supabase Query Builder","","","from:alarm_event","insert","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","254","resolveDesvioEvent","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/resolve-desvio-event.service.ts","Supabase Query Builder","","","from:alarm_event","eq; maybeSingle; select; update","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","283","analyseDeviation","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/analyse-deviation.service.ts","","","","","","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","314","distancePointToRoute","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/distance-point-to-route.service.ts","","","","","","ALARM SYSTEM; MAP SYSTEM"
"netlify\functions\ruta-desvio-handler.js","338","distancePointToSegment","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/distance-point-to-segment.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\ruta-desvio-handler.js","360","parseRouteCoords","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/parse-route-coords.service.ts","","","","","","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"netlify\functions\ruta-desvio-handler.js","383","countConsecutive","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/count-consecutive.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\ruta-desvio-handler.js","392","ensureObject","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/ensure-object.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\ruta-desvio-handler.js","399","round","Utilidad y control de flujo","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/round.service.ts","","","","","","ALARM SYSTEM"
"netlify\functions\ruta-desvio-handler.js","404","toPositiveInt","Mapa, ruta y tracking","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/to-positive-int.service.ts","","","","","","ALARM SYSTEM; MAP SYSTEM; TRACKING SYSTEM"
"service-worker.js","255","trimCache","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/trim-cache.service.ts","Notification API; Service Worker API","","","","delete","ALARM SYSTEM"
"service-worker.js","363","parsePushData","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/parse-push-data.service.ts","","","","","","ALARM SYSTEM"
"service-worker.js","390","broadcastAlarma","Alarmas y check-in","ALARM SYSTEM","Service Layer","operations-platform/services/supabase/src/alarm/broadcast-alarma.service.ts","Service Worker API","","","","","ALARM SYSTEM"
"js\dashboard\custodia-registros.js","57","init","Persistencia y consultas de datos","CUSTODIA MOBILE","Zustand Store","operations-platform/modules/custodia-mobile/src/stores/use-custodia-store.ts","Supabase Client","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","79","mapUI","Mapa, ruta y tracking","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/map-ui.tsx","","","","","","CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","105","bindEvents","Mapa, ruta y tracking","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-bind-events.ts","","click; focus; input; keydown","","","","CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","131","loadProfile","Mapa, ruta y tracking","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/load-profile.tsx","localStorage","","","","","CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","149","handleClienteSearchInput","Utilidad y control de flujo","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-cliente-search-input.ts","Timers","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","160","handleClienteSearchKey","Utilidad y control de flujo","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-cliente-search-key.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","170","handleClienteResultClick","Utilidad y control de flujo","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-cliente-result-click.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","180","handleClienteClear","UI y experiencia de usuario","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-cliente-clear.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","193","handleClienteSearchBlur","UI y experiencia de usuario","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-cliente-search-blur.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","204","handleEscapeClose","UI y experiencia de usuario","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-escape-close.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","220","setClienteResultsVisible","UI y experiencia de usuario","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/set-cliente-results-visible.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","229","updateClienteFeedback","UI y experiencia de usuario","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/update-cliente-feedback.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","234","toggleAddClienteButton","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/toggle-add-cliente-button.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","245","openNewClienteModal","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/open-new-cliente-modal.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","255","closeNewClienteModal","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/close-new-cliente-modal.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","260","setNewClienteFeedback","UI y experiencia de usuario","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/set-new-cliente-feedback.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","266","handleNewClienteSave","UI y experiencia de usuario","CUSTODIA MOBILE","Service Layer","operations-platform/services/supabase/src/custodia/handle-new-cliente-save.service.ts","Supabase Client; Supabase Query Builder","","","from:cliente","insert; select; single","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","295","selectCliente","UI y experiencia de usuario","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/select-cliente.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","307","searchClientes","Mapa, ruta y tracking","CUSTODIA MOBILE","Service Layer","operations-platform/services/supabase/src/custodia/search-clientes.service.ts","Supabase Client; Supabase Query Builder","","","from:servicio","eq; select","ADMIN DASHBOARD; CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","364","renderClienteResults","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/render-cliente-results.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","395","maybeShowRutaCliente","Mapa, ruta y tracking","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/maybe-show-ruta-cliente.tsx","Supabase Client; Supabase Query Builder","","","from:ruta_cliente","eq; maybeSingle; order; select","CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","420","showRouteModal","Mapa, ruta y tracking","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/show-route-modal.tsx","","","","","","CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","438","closeRouteModal","Mapa, ruta y tracking","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/close-route-modal.tsx","","","","","","CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","443","loadServicios","Mapa, ruta y tracking","CUSTODIA MOBILE","Service Layer","operations-platform/services/supabase/src/custodia/load-servicios.service.ts","Supabase Client; Supabase Query Builder","","","from:servicio","eq; order; select","ADMIN DASHBOARD; CUSTODIA MOBILE; MAP SYSTEM; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","490","fetchUltimoPing","Persistencia y consultas de datos","CUSTODIA MOBILE","Service Layer","operations-platform/services/supabase/src/custodia/fetch-ultimo-ping.service.ts","Supabase Client; Supabase Query Builder","","","from:v_servicio_ultimo_ping","eq; maybeSingle; select","ADMIN DASHBOARD; CUSTODIA MOBILE; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","505","normalizeServicio","Utilidad y control de flujo","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/normalize-servicio.ts","","","","","","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","516","render","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/render.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","538","renderCard","Utilidad y control de flujo","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-render-card.ts","","click","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","606","buildInfoItem","Autenticacion y sesion","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/build-info-item.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","625","formatCliente","Utilidad y control de flujo","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/format-cliente.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","629","buildTipoEtiquetaFromCustodias","Utilidad y control de flujo","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/build-tipo-etiqueta-from-custodias.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","651","formatCustodias","Utilidad y control de flujo","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/format-custodias.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","663","resolveTipoCustodia","Utilidad y control de flujo","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/resolve-tipo-custodia.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","683","escapeAttr","Utilidad y control de flujo","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/escape-attr.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","687","buildPingInfo","Utilidad y control de flujo","CUSTODIA MOBILE","Utility Function","operations-platform/packages/auth/src/utils/build-ping-info.ts","","","","","","CUSTODIA MOBILE; TRACKING SYSTEM"
"js\dashboard\custodia-registros.js","709","handleFollow","Autenticacion y sesion","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-follow.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","745","openAddModal","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/open-add-modal.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","761","closeAddModal","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/close-add-modal.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","767","handleAddConfirm","UI y experiencia de usuario","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-handle-add-confirm.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","809","agregarCustodia","Persistencia y consultas de datos","CUSTODIA MOBILE","Service Layer","operations-platform/services/supabase/src/custodia/agregar-custodia.service.ts","Supabase Client; Supabase Query Builder","","","from:servicio_custodio","insert; select; single","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","844","ensureCustodiaRecord","Persistencia y consultas de datos","CUSTODIA MOBILE","Service Layer","operations-platform/services/supabase/src/custodia/ensure-custodia-record.service.ts","Supabase Client; Supabase Query Builder","","","from:custodia","eq; maybeSingle; select","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","873","decorateAddError","Utilidad y control de flujo","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/decorate-add-error.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","889","setPlaceholder","UI y experiencia de usuario","CUSTODIA MOBILE","Utility Function","operations-platform/packages/ui/src/utils/set-placeholder.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","899","showMsg","UI y experiencia de usuario","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/show-msg.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","911","setButtonLoading","Utilidad y control de flujo","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/set-button-loading.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","917","verifyOwnerOnServer","Persistencia y consultas de datos","CUSTODIA MOBILE","Service Layer","operations-platform/services/supabase/src/custodia/verify-owner-on-server.service.ts","Supabase Client; Supabase Query Builder","","","from:servicio_custodio","eq; maybeSingle; select","ADMIN DASHBOARD; CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","928","formatDateShort","Utilidad y control de flujo","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/format-date-short.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","944","formatRelative","Utilidad y control de flujo","CUSTODIA MOBILE","React Component","operations-platform/modules/custodia-mobile/src/components/format-relative.tsx","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","956","redirectToLogin","Autenticacion y sesion","CUSTODIA MOBILE","Utility Function","operations-platform/packages/auth/src/utils/redirect-to-login.ts","","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","961","persistCustodiaSession","Autenticacion y sesion","CUSTODIA MOBILE","Zustand Store","operations-platform/modules/custodia-mobile/src/stores/use-custodia-store.ts","localStorage","","","","","CUSTODIA MOBILE"
"js\dashboard\custodia-registros.js","1003","redirectToMapa","Utilidad y control de flujo","CUSTODIA MOBILE","Zustand Store","operations-platform/modules/custodia-mobile/src/stores/use-custodia-store.ts","sessionStorage; Timers","","","","","CUSTODIA MOBILE; MAP SYSTEM"
"js\dashboard\dashboard-custodia.js","15","init","UI y experiencia de usuario","CUSTODIA MOBILE","React Hook","operations-platform/modules/custodia-mobile/src/hooks/use-init.ts","Supabase Client","","","","","CUSTODIA MOBILE"
